unknown	NC_002163.1	100.000	50000	0	0	1	50000	1150001	1200000	0.0	92333	192222
unknown	NC_002163.1	100.000	50000	0	0	1	50000	1200001	1250000	0.0	92333	192222
unknown	NC_002163.1	99.898	1960	0	1	46670	48629	1263499	1265456	0.0	3607	192222
unknown	NC_002163.1	89.233	743	66	10	35553	36294	1234326	1235055	0.0	917	192222
unknown	NC_002163.1	89.233	743	66	10	34326	35055	1235553	1236294	0.0	917	192222
unknown	NC_002163.1	89.026	729	72	8	46904	47628	1259888	1260612	0.0	896	192222
unknown	NC_002163.1	87.797	631	39	24	48024	48629	1261023	1261640	0.0	704	192222
unknown	NC_002163.1	78.846	780	126	26	39671	40429	1234290	1235051	9.56e-133	490	192222
unknown	NC_002163.1	78.846	780	126	26	34290	35051	1239671	1240429	9.56e-133	490	192222
unknown	NC_002163.1	96.181	288	11	0	36482	36769	1235243	1235530	3.46e-127	472	192222
unknown	NC_002163.1	96.181	288	11	0	35243	35530	1236482	1236769	3.46e-127	472	192222
unknown	NC_002163.1	90.491	326	29	2	47291	47615	1266031	1266355	2.11e-114	429	192222
unknown	NC_002163.1	94.301	193	11	0	40222	40414	1236083	1236275	2.24e-74	296	192222
unknown	NC_002163.1	94.301	193	11	0	36083	36275	1240222	1240414	2.24e-74	296	192222
unknown	NC_002163.1	88.066	243	28	1	40644	40886	1235267	1235508	1.35e-71	287	192222
unknown	NC_002163.1	88.066	243	28	1	35267	35508	1240644	1240886	1.35e-71	287	192222
unknown	NC_002163.1	86.047	258	33	3	40644	40900	1236506	1236761	1.05e-67	274	192222
unknown	NC_002163.1	86.047	258	33	3	36506	36761	1240644	1240900	1.05e-67	274	192222
unknown	NC_002163.1	93.168	161	10	1	46678	46837	1259689	1259849	4.94e-56	235	192222
unknown	NC_002163.1	91.667	144	12	0	47413	47556	1262325	1262468	1.80e-45	200	192222
unknown	NC_002163.1	82.667	225	36	2	39700	39924	1235546	1235767	2.33e-44	196	192222
unknown	NC_002163.1	82.667	225	36	2	35546	35767	1239700	1239924	2.33e-44	196	192222
unknown	NC_002163.1	96.491	114	4	0	48024	48137	1262939	1263052	3.90e-42	189	192222
unknown	NC_002163.1	73.976	415	91	10	29123	29526	1228309	1228717	5.12e-31	152	192222
unknown	NC_002163.1	73.850	413	95	8	28309	28717	1229123	1229526	5.12e-31	152	192222
unknown	NC_002163.1	83.117	77	12	1	36687	36763	577088	577013	5.31e-06	69.4	192222
unknown	NC_002163.1	78.761	113	17	7	46876	46986	1265622	1265729	5.31e-06	69.4	192222
unknown	NC_002163.1	86.441	59	8	0	47807	47865	1262725	1262783	6.86e-05	65.8	192222
unknown	NC_002163.1	84.375	64	10	0	35448	35511	577088	577025	2.47e-04	63.9	192222
unknown	NC_002163.1	100.000	50000	0	0	1	50000	1250001	1300000	0.0	92333	192222
unknown	NC_002163.1	99.898	1960	0	1	13499	15456	1246670	1248629	0.0	3607	192222
unknown	NC_002163.1	93.384	1723	112	2	19246	20967	1267382	1269103	0.0	2549	192222
unknown	NC_002163.1	93.384	1723	112	2	17382	19103	1269246	1270967	0.0	2549	192222
unknown	NC_002163.1	92.863	1191	61	19	22897	24071	1271069	1272251	0.0	1707	192222
unknown	NC_002163.1	92.863	1191	61	19	21069	22251	1272897	1274071	0.0	1707	192222
unknown	NC_002163.1	86.792	954	91	20	13507	14455	1259689	1260612	0.0	1031	192222
unknown	NC_002163.1	86.779	953	93	18	9689	10612	1263507	1264455	0.0	1031	192222
unknown	NC_002163.1	89.011	728	74	6	9888	10612	1246904	1247628	0.0	896	192222
unknown	NC_002163.1	87.893	636	39	24	14851	15461	1261023	1261645	0.0	713	192222
unknown	NC_002163.1	87.893	636	39	24	11023	11645	1264851	1265461	0.0	713	192222
unknown	NC_002163.1	87.797	631	39	24	11023	11640	1248024	1248629	0.0	704	192222
unknown	NC_002163.1	91.966	473	28	10	24208	24675	1272388	1272855	0.0	654	192222
unknown	NC_002163.1	91.966	473	28	10	22388	22855	1274208	1274675	0.0	654	192222
unknown	NC_002163.1	90.491	326	29	2	16031	16355	1247291	1247615	2.11e-114	429	192222
unknown	NC_002163.1	90.491	326	29	2	16031	16355	1264118	1264442	2.11e-114	429	192222
unknown	NC_002163.1	90.491	326	29	2	14118	14442	1266031	1266355	2.11e-114	429	192222
unknown	NC_002163.1	91.188	261	21	2	16030	16289	1260274	1260533	1.31e-91	353	192222
unknown	NC_002163.1	91.188	261	21	2	10274	10533	1266030	1266289	1.31e-91	353	192222
unknown	NC_002163.1	86.722	241	30	2	16153	16392	1262325	1262564	1.75e-65	267	192222
unknown	NC_002163.1	86.722	241	30	2	12325	12564	1266153	1266392	1.75e-65	267	192222
unknown	NC_002163.1	93.168	161	10	1	9689	9849	1246678	1246837	4.94e-56	235	192222
unknown	NC_002163.1	91.667	144	12	0	12325	12468	1247413	1247556	1.80e-45	200	192222
unknown	NC_002163.1	91.667	144	12	0	14240	14383	1262325	1262468	1.80e-45	200	192222
unknown	NC_002163.1	91.667	144	12	0	12325	12468	1264240	1264383	1.80e-45	200	192222
unknown	NC_002163.1	93.182	132	7	2	12922	13052	1261006	1261136	3.02e-43	193	192222
unknown	NC_002163.1	93.182	132	7	2	11006	11136	1262922	1263052	3.02e-43	193	192222
unknown	NC_002163.1	96.491	114	4	0	12939	13052	1248024	1248137	3.90e-42	189	192222
unknown	NC_002163.1	96.491	114	4	0	14851	14964	1262939	1263052	3.90e-42	189	192222
unknown	NC_002163.1	96.491	114	4	0	12939	13052	1264851	1264964	3.90e-42	189	192222
unknown	NC_002163.1	89.051	137	15	0	12325	12461	1260397	1260533	1.41e-36	171	192222
unknown	NC_002163.1	89.051	137	15	0	10397	10533	1262325	1262461	1.41e-36	171	192222
unknown	NC_002163.1	78.761	113	17	7	13703	13813	1265622	1265729	5.31e-06	69.4	192222
unknown	NC_002163.1	86.441	59	8	0	12725	12783	1247807	1247865	6.86e-05	65.8	192222
unknown	NC_002163.1	86.441	59	8	0	14634	14692	1262725	1262783	6.86e-05	65.8	192222
unknown	NC_002163.1	86.441	59	8	0	12725	12783	1264634	1264692	6.86e-05	65.8	192222
unknown	NC_002163.1	89.583	48	5	0	9923	9970	1265682	1265729	8.88e-04	62.1	192222
unknown	NC_002163.1	100.000	50000	0	0	1	50000	1300001	1350000	0.0	92333	192222
unknown	NC_002163.1	100.000	50000	0	0	1	50000	1350001	1400000	0.0	92333	192222
unknown	NC_002163.1	99.634	820	1	2	7242	8060	1355310	1356128	0.0	1496	192222
unknown	NC_002163.1	99.634	820	1	2	5310	6128	1357242	1358060	0.0	1496	192222
unknown	NC_002163.1	93.080	1026	50	18	26370	27379	1371026	1372046	0.0	1482	192222
unknown	NC_002163.1	93.080	1026	50	18	21026	22046	1376370	1377379	0.0	1482	192222
unknown	NC_002163.1	81.395	516	85	9	29194	29705	1072970	1072462	7.65e-109	411	192222
unknown	NC_002163.1	77.684	475	78	12	29233	29705	1070701	1070253	6.31e-65	265	192222
unknown	NC_002163.1	89.524	105	11	0	6149	6253	1354226	1354330	1.86e-25	134	192222
unknown	NC_002163.1	89.524	105	11	0	4226	4330	1356149	1356253	1.86e-25	134	192222
unknown	NC_002163.1	100.000	50000	0	0	1	50000	1400001	1450000	0.0	92333	192222
unknown	NC_002163.1	100.000	50000	0	0	1	50000	1450001	1500000	0.0	92333	192222
unknown	NC_002163.1	98.590	1135	6	8	42862	43991	147555	148684	0.0	1999	192222
unknown	NC_002163.1	100.000	1041	0	0	42951	43991	239872	238832	0.0	1923	192222
unknown	NC_002163.1	79.098	244	37	10	5189	5425	1455123	1455359	3.96e-32	156	192222
unknown	NC_002163.1	79.184	245	35	12	5123	5359	1455189	1455425	3.96e-32	156	192222
unknown	NC_002163.1	84.615	104	10	5	5324	5424	1455126	1455226	6.77e-15	99.0	192222
unknown	NC_002163.1	84.615	104	10	5	5126	5226	1455324	1455424	6.77e-15	99.0	192222
unknown	NC_002163.1	83.654	104	13	3	5323	5424	1455191	1455292	8.75e-14	95.3	192222
unknown	NC_002163.1	83.654	104	13	3	5191	5292	1455323	1455424	8.75e-14	95.3	192222
unknown	NC_002163.1	100.000	35	0	0	5258	5292	1455126	1455160	6.86e-05	65.8	192222
unknown	NC_002163.1	100.000	35	0	0	5390	5424	1455126	1455160	6.86e-05	65.8	192222
unknown	NC_002163.1	100.000	35	0	0	5126	5160	1455258	1455292	6.86e-05	65.8	192222
unknown	NC_002163.1	100.000	35	0	0	5126	5160	1455390	1455424	6.86e-05	65.8	192222
unknown	NC_002163.1	96.875	32	0	1	5494	5524	1455153	1455122	0.53	52.8	192222
unknown	NC_002163.1	96.875	32	0	1	5122	5153	1455524	1455494	0.53	52.8	192222
unknown	NC_002163.1	100.000	50000	0	0	1	50000	100001	150000	0.0	92333	192222
unknown	NC_002163.1	98.590	1135	6	8	47555	48684	1492862	1493991	0.0	1999	192222
unknown	NC_002163.1	100.000	1050	0	0	47644	48693	239872	238823	0.0	1940	192222
unknown	NC_002163.1	100.000	50000	0	0	1	50000	1500001	1550000	0.0	92333	192222
unknown	NC_002163.1	77.237	637	117	24	20324	20946	230931	231553	6.09e-90	348	192222
unknown	NC_002163.1	98.780	82	1	0	49652	49733	826158	826239	2.38e-29	147	192222
unknown	NC_002163.1	100.000	50000	0	0	1	50000	1550001	1600000	0.0	92333	192222
unknown	NC_002163.1	100.000	1951	0	0	48050	50000	588981	590931	0.0	3603	192222
unknown	NC_002163.1	76.111	360	63	22	46842	47188	587699	588048	1.83e-35	167	192222
unknown	NC_002163.1	100.000	41481	0	0	1	41481	1600001	1641481	0.0	76601	192222
unknown	NC_002163.1	99.787	469	1	0	1	469	590932	591400	0.0	861	192222
unknown	NC_002163.1	100.000	50000	0	0	1	50000	150001	200000	0.0	92333	192222
unknown	NC_002163.1	100.000	50000	0	0	1	50000	200001	250000	0.0	92333	192222
unknown	NC_002163.1	100.000	1050	0	0	38823	39872	148693	147644	0.0	1940	192222
unknown	NC_002163.1	100.000	1041	0	0	38832	39872	1493991	1492951	0.0	1923	192222
unknown	NC_002163.1	77.237	637	117	24	30931	31553	1520324	1520946	6.09e-90	348	192222
unknown	NC_002163.1	100.000	50000	0	0	1	50000	250001	300000	0.0	92333	192222
unknown	NC_002163.1	100.000	50000	0	0	1	50000	300001	350000	0.0	92333	192222
unknown	NC_002163.1	100.000	50000	0	0	1	50000	350001	400000	0.0	92333	192222
unknown	NC_002163.1	99.885	6096	3	4	43676	49769	695970	702063	0.0	11215	192222
unknown	NC_002163.1	100.000	6071	0	0	43676	49746	38795	44865	0.0	11212	192222
unknown	NC_002163.1	100.000	38	0	0	7981	8018	358018	357981	1.48e-06	71.3	192222
unknown	NC_002163.1	100.000	50000	0	0	1	50000	400001	450000	0.0	92333	192222
unknown	NC_002163.1	100.000	50000	0	0	1	50000	450001	500000	0.0	92333	192222
unknown	NC_002163.1	70.968	341	89	10	26375	26710	1041247	1040912	4.10e-07	73.1	192222
